field	cf4d.spe
 337.640	 15975
 337.641	 15975
 337.642	 15950
 337.643	 15950
 337.644	 15960
 337.645	 15975
 337.647	 15975
 337.648	 15960
 337.649	 15975
 337.650	 16015
 337.651	 15990
 337.652	 15990
 337.654	 15975
 337.655	 15960
 337.656	 15950
 337.657	 15975
 337.658	 15990
 337.659	 15990
 337.661	 15990
 337.662	 16000
 337.663	 15990
 337.664	 16040
 337.665	 16015
 337.667	 16015
 337.668	 16000
 337.669	 15975
 337.670	 16000
 337.671	 15975
 337.672	 16000
 337.674	 15990
 337.675	 15950
 337.676	 15960
 337.677	 15975
 337.678	 15950
 337.679	 15960
 337.681	 15990
 337.682	 16000
 337.683	 16000
 337.684	 16000
 337.685	 16000
 337.686	 15990
 337.688	 16015
 337.689	 16030
 337.690	 16040
 337.691	 16015
 337.692	 16000
 337.693	 15990
 337.695	 16030
 337.696	 16000
 337.697	 15990
 337.698	 15990
 337.699	 15990
 337.701	 15975
 337.702	 15960
 337.703	 15950
 337.704	 15960
 337.705	 15975
 337.706	 16000
 337.708	 16015
 337.709	 16000
 337.710	 15975
 337.711	 15990
 337.712	 16000
 337.713	 15990
 337.715	 16000
 337.716	 16015
 337.717	 16015
 337.718	 16015
 337.719	 16000
 337.720	 15975
 337.722	 15975
 337.723	 16015
 337.724	 16000
 337.725	 16070
 337.726	 16040
 337.727	 16030
 337.729	 16015
 337.730	 16000
 337.731	 15990
 337.732	 15975
 337.733	 15975
 337.735	 15975
 337.736	 16000
 337.737	 16000
 337.738	 16030
 337.739	 16040
 337.740	 16000
 337.742	 16030
 337.743	 16000
 337.744	 16000
 337.745	 16015
 337.746	 16015
 337.747	 16015
 337.749	 16000
 337.750	 15975
 337.751	 16000
 337.752	 16000
 337.753	 16000
 337.754	 15990
 337.756	 15960
 337.757	 16000
 337.758	 16030
 337.759	 16030
 337.760	 15990
 337.761	 15990
 337.763	 15960
 337.764	 15990
 337.765	 16015
 337.766	 16000
 337.767	 15975
 337.769	 15975
 337.770	 15990
 337.771	 15990
 337.772	 15990
 337.773	 15960
 337.774	 15975
 337.776	 15960
 337.777	 15960
 337.778	 15960
 337.779	 15990
 337.780	 16030
 337.781	 16015
 337.783	 15990
 337.784	 16000
 337.785	 15990
 337.786	 16000
 337.787	 15990
 337.788	 15990
 337.790	 15975
 337.791	 15990
 337.792	 16030
 337.793	 16055
 337.794	 16015
 337.795	 15990
 337.797	 15990
 337.798	 15975
 337.799	 15990
 337.800	 15975
 337.801	 15960
 337.802	 15960
 337.804	 16000
 337.805	 16000
 337.806	 15990
 337.807	 16000
 337.808	 15975
 337.810	 15960
 337.811	 15975
 337.812	 15990
 337.813	 15975
 337.814	 15975
 337.815	 15975
 337.817	 15960
 337.818	 15960
 337.819	 15960
 337.820	 16015
 337.821	 16000
 337.822	 16000
 337.824	 15975
 337.825	 15975
 337.826	 15975
 337.827	 15975
 337.828	 15990
 337.829	 15990
 337.831	 15990
 337.832	 15975
 337.833	 15960
 337.834	 16000
 337.835	 15990
 337.836	 16000
 337.838	 16055
 337.839	 16070
 337.840	 15960
 337.841	 15935
 337.842	 15950
 337.844	 15960
 337.845	 15990
 337.846	 16030
 337.847	 16000
 337.848	 15975
 337.849	 16000
 337.851	 16000
 337.852	 16030
 337.853	 16040
 337.854	 16040
 337.855	 16015
 337.856	 16015
 337.858	 16015
 337.859	 16015
 337.860	 16040
 337.861	 16015
 337.862	 15975
 337.863	 15975
 337.865	 15975
 337.866	 15960
 337.867	 15990
 337.868	 16000
 337.869	 16040
 337.870	 16015
 337.872	 16000
 337.873	 16000
 337.874	 16040
 337.875	 16030
 337.876	 15975
 337.878	 15990
 337.879	 15990
 337.880	 15960
 337.881	 15990
 337.882	 16015
 337.883	 16015
 337.885	 16000
 337.886	 16000
 337.887	 15990
 337.888	 16015
 337.889	 16040
 337.890	 16040
 337.892	 16040
 337.893	 16015
 337.894	 16030
 337.895	 16040
 337.896	 16030
 337.897	 16000
 337.899	 16030
 337.900	 16040
 337.901	 16040
 337.902	 16040
 337.903	 16030
 337.904	 16000
 337.906	 15975
 337.907	 16000
 337.908	 16015
 337.909	 16000
 337.910	 15960
 337.912	 15975
 337.913	 16015
 337.914	 16000
 337.915	 16040
 337.916	 16070
 337.917	 16040
 337.919	 16000
 337.920	 15990
 337.921	 16000
 337.922	 16015
 337.923	 15990
 337.924	 16000
 337.926	 16015
 337.927	 16030
 337.928	 16000
 337.929	 15960
 337.930	 15960
 337.931	 15975
 337.933	 16000
 337.934	 15990
 337.935	 15990
 337.936	 16000
 337.937	 16015
 337.938	 16015
 337.940	 16030
 337.941	 15990
 337.942	 15960
 337.943	 15990
 337.944	 15990
 337.945	 15990
 337.947	 15990
 337.948	 15990
 337.949	 15975
 337.950	 15975
 337.951	 15990
 337.953	 16015
 337.954	 16055
 337.955	 16030
 337.956	 16040
 337.957	 16055
 337.958	 16040
 337.960	 16055
 337.961	 16040
 337.962	 16030
 337.963	 15975
 337.964	 15990
 337.965	 15990
 337.967	 15975
 337.968	 15990
 337.969	 15990
 337.970	 15990
 337.971	 16015
 337.972	 16000
 337.974	 15975
 337.975	 15990
 337.976	 15990
 337.977	 15950
 337.978	 15960
 337.979	 15975
 337.981	 15975
 337.982	 15990
 337.983	 16015
 337.984	 16015
 337.985	 16030
 337.987	 15990
 337.988	 15975
 337.989	 15950
 337.990	 15975
 337.991	 15990
 337.992	 15990
 337.994	 15975
 337.995	 16000
 337.996	 15950
 337.997	 15960
 337.998	 15960
 337.999	 15960
 338.001	 16000
 338.002	 16040
 338.003	 16000
 338.004	 15975
 338.005	 15975
 338.006	 15960
 338.008	 15960
 338.009	 15950
 338.010	 15975
 338.011	 15990
 338.012	 16000
 338.013	 16015
 338.015	 16000
 338.016	 15990
 338.017	 15960
 338.018	 15990
 338.019	 16015
 338.021	 16030
 338.022	 16030
 338.023	 16030
 338.024	 16040
 338.025	 16015
 338.026	 16015
 338.028	 15990
 338.029	 15960
 338.030	 16000
 338.031	 16015
 338.032	 16015
 338.033	 16070
 338.035	 16055
 338.036	 16070
 338.037	 16055
 338.038	 16030
 338.039	 16000
 338.040	 15960
 338.042	 15960
 338.043	 15960
 338.044	 15950
 338.045	 15990
 338.046	 15950
 338.047	 15950
 338.049	 15950
 338.050	 15960
 338.051	 16030
 338.052	 16015
 338.053	 16040
 338.055	 16000
 338.056	 15990
 338.057	 16015
 338.058	 16040
 338.059	 16055
 338.060	 16030
 338.062	 16015
 338.063	 16000
 338.064	 16015
 338.065	 16030
 338.066	 15960
 338.067	 15975
 338.069	 15990
 338.070	 16015
 338.071	 16030
 338.072	 16030
 338.073	 16000
 338.074	 15960
 338.076	 15950
 338.077	 15975
 338.078	 16000
 338.079	 16000
 338.080	 16000
 338.081	 15975
 338.083	 16015
 338.084	 16015
 338.085	 16055
 338.086	 16015
 338.087	 15960
 338.089	 15950
 338.090	 15960
 338.091	 15960
 338.092	 15990
 338.093	 15990
 338.094	 15975
 338.096	 16000
 338.097	 15990
 338.098	 16000
 338.099	 16015
 338.100	 15990
 338.101	 16015
 338.103	 15990
 338.104	 15990
 338.105	 16040
 338.106	 16030
 338.107	 16030
 338.108	 16015
 338.110	 15990
 338.111	 15990
 338.112	 15960
 338.113	 15960
 338.114	 15960
 338.115	 15960
 338.117	 15990
 338.118	 15975
 338.119	 15990
 338.120	 16015
 338.121	 16000
 338.122	 15990
 338.124	 15990
 338.125	 16000
 338.126	 16030
 338.127	 16040
 338.128	 16040
 338.130	 16015
 338.131	 16000
 338.132	 16000
 338.133	 16000
 338.134	 15990
 338.135	 16000
 338.137	 16000
 338.138	 15975
 338.139	 15950
 338.140	 15950
 338.141	 15935
 338.142	 15990
 338.144	 16015
 338.145	 16030
 338.146	 16030
 338.147	 16015
 338.148	 15990
 338.149	 16030
 338.151	 16015
 338.152	 16000
 338.153	 16015
 338.154	 16040
 338.155	 16055
 338.156	 16040
 338.158	 16030
 338.159	 16040
 338.160	 16055
 338.161	 16030
 338.162	 16015
 338.164	 16030
 338.165	 16015
 338.166	 15990
 338.167	 16000
 338.168	 15990
 338.169	 16015
 338.171	 15990
 338.172	 16000
 338.173	 15990
 338.174	 16000
 338.175	 16030
 338.176	 16030
 338.178	 16040
 338.179	 16040
 338.180	 16030
 338.181	 16040
 338.182	 16030
 338.183	 16015
 338.185	 16015
 338.186	 16015
 338.187	 15990
 338.188	 16000
 338.189	 16040
 338.190	 16040
 338.192	 16000
 338.193	 16030
 338.194	 16015
 338.195	 16015
 338.196	 16030
 338.198	 15975
 338.199	 15975
 338.200	 15990
 338.201	 16015
 338.202	 16040
 338.203	 16030
 338.205	 16030
 338.206	 16000
 338.207	 16015
 338.208	 16000
 338.209	 16015
 338.210	 16030
 338.212	 16055
 338.213	 16055
 338.214	 16055
 338.215	 16070
 338.216	 16040
 338.217	 16055
 338.219	 16030
 338.220	 16055
 338.221	 15990
 338.222	 16000
 338.223	 16015
 338.224	 16030
 338.226	 16080
 338.227	 16080
 338.228	 16055
 338.229	 16015
 338.230	 15990
 338.232	 15990
 338.233	 15990
 338.234	 16015
 338.235	 16015
 338.236	 16030
 338.237	 16030
 338.239	 16030
 338.240	 16040
 338.241	 16070
 338.242	 16030
 338.243	 15990
 338.244	 16030
 338.246	 16040
 338.247	 16055
 338.248	 16040
 338.249	 16030
 338.250	 16015
 338.251	 16030
 338.253	 16030
 338.254	 16030
 338.255	 16030
 338.256	 16055
 338.257	 16055
 338.258	 16040
 338.260	 16030
 338.261	 15990
 338.262	 16030
 338.263	 16055
 338.264	 16040
 338.265	 16030
 338.267	 16040
 338.268	 16040
 338.269	 16070
 338.270	 16070
 338.271	 16080
 338.273	 16070
 338.274	 16055
 338.275	 16070
 338.276	 16070
 338.277	 16055
 338.278	 16055
 338.280	 16040
 338.281	 16055
 338.282	 16040
 338.283	 16040
 338.284	 16015
 338.285	 15990
 338.287	 16030
 338.288	 16040
 338.289	 16030
 338.290	 16000
 338.291	 16030
 338.292	 16030
 338.294	 16000
 338.295	 16030
 338.296	 16070
 338.297	 16070
 338.298	 16040
 338.299	 16015
 338.301	 16015
 338.302	 16030
 338.303	 16030
 338.304	 16000
 338.305	 16040
 338.307	 16015
 338.308	 16030
 338.309	 16040
 338.310	 16040
 338.311	 16030
 338.312	 16040
 338.314	 16055
 338.315	 16055
 338.316	 16070
 338.317	 16070
 338.318	 16040
 338.319	 16040
 338.321	 16030
 338.322	 16000
 338.323	 15990
 338.324	 16000
 338.325	 16000
 338.326	 16080
 338.328	 16135
 338.329	 16055
 338.330	 16015
 338.331	 16000
 338.332	 16015
 338.333	 16015
 338.335	 16040
 338.336	 16015
 338.337	 16015
 338.338	 16030
 338.339	 16055
 338.341	 16070
 338.342	 16070
 338.343	 16055
 338.344	 16110
 338.345	 16135
 338.346	 16080
 338.348	 16040
 338.349	 16055
 338.350	 16015
 338.351	 16040
 338.352	 16015
 338.353	 16015
 338.355	 16030
 338.356	 15990
 338.357	 16000
 338.358	 16040
 338.359	 16070
 338.360	 16030
 338.362	 16040
 338.363	 16040
 338.364	 16040
 338.365	 16055
 338.366	 16080
 338.367	 16080
 338.369	 16030
 338.370	 16055
 338.371	 16040
 338.372	 16040
 338.373	 16070
 338.375	 16055
 338.376	 16070
 338.377	 16095
 338.378	 16095
 338.379	 16070
 338.380	 16055
 338.382	 16080
 338.383	 16030
 338.384	 16040
 338.385	 16070
 338.386	 16080
 338.387	 16070
 338.389	 16070
 338.390	 16080
 338.391	 16040
 338.392	 16040
 338.393	 16055
 338.394	 16095
 338.396	 16080
 338.397	 16095
 338.398	 16070
 338.399	 16080
 338.400	 16030
 338.401	 16055
 338.403	 16055
 338.404	 16040
 338.405	 16040
 338.406	 16015
 338.407	 16030
 338.409	 16040
 338.410	 16040
 338.411	 16055
 338.412	 16040
 338.413	 16000
 338.414	 16015
 338.416	 16015
 338.417	 16015
 338.418	 16030
 338.419	 16040
 338.420	 16040
 338.421	 16030
 338.423	 16040
 338.424	 16030
 338.425	 16015
 338.426	 16055
 338.427	 16055
 338.428	 16080
 338.430	 16080
 338.431	 16055
 338.432	 16080
 338.433	 16015
 338.434	 16030
 338.435	 16030
 338.437	 15990
 338.438	 16000
 338.439	 15960
 338.440	 15990
 338.441	 16030
 338.442	 16040
 338.444	 16095
 338.445	 16095
 338.446	 16070
 338.447	 16095
 338.448	 16110
 338.450	 16040
 338.451	 16000
 338.452	 16040
 338.453	 16030
 338.454	 16015
 338.455	 16015
 338.457	 16000
 338.458	 16015
 338.459	 16000
 338.460	 16000
 338.461	 15990
 338.462	 16030
 338.464	 16030
 338.465	 16040
 338.466	 16040
 338.467	 16030
 338.468	 16015
 338.469	 16015
 338.471	 16015
 338.472	 16040
 338.473	 16055
 338.474	 16040
 338.475	 16030
 338.476	 16030
 338.478	 16015
 338.479	 15990
 338.480	 16015
 338.481	 16000
 338.482	 16030
 338.484	 16030
 338.485	 16030
 338.486	 16030
 338.487	 16015
 338.488	 16055
 338.489	 16055
 338.491	 16040
 338.492	 16040
 338.493	 16040
 338.494	 16030
 338.495	 16015
 338.496	 16055
 338.498	 16055
 338.499	 16030
 338.500	 16000
 338.501	 15975
 338.502	 16015
 338.503	 16030
 338.505	 16015
 338.506	 16030
 338.507	 16040
 338.508	 16030
 338.509	 16030
 338.510	 16070
 338.512	 16055
 338.513	 16055
 338.514	 16040
 338.515	 16055
 338.516	 16040
 338.518	 16040
 338.519	 16030
 338.520	 16040
 338.521	 16000
 338.522	 15990
 338.523	 15990
 338.525	 16000
 338.526	 16015
 338.527	 16000
 338.528	 16000
 338.529	 16000
 338.530	 15990
 338.532	 16000
 338.533	 16040
 338.534	 16040
 338.535	 16055
 338.536	 16070
 338.537	 16080
 338.539	 16055
 338.540	 16030
 338.541	 16000
 338.542	 16040
 338.543	 16070
 338.544	 16030
 338.546	 16015
 338.547	 16015
 338.548	 16000
 338.549	 16000
 338.550	 16015
 338.552	 16055
 338.553	 16040
 338.554	 16070
 338.555	 16080
 338.556	 16040
 338.557	 16030
 338.559	 16000
 338.560	 15990
 338.561	 15990
 338.562	 15990
 338.563	 16000
 338.564	 16030
 338.566	 16055
 338.567	 16040
 338.568	 16040
 338.569	 16040
 338.570	 16055
 338.571	 16080
 338.573	 16055
 338.574	 16030
 338.575	 16015
 338.576	 16040
 338.577	 16040
 338.578	 16015
 338.580	 16015
 338.581	 16015
 338.582	 16030
 338.583	 16015
 338.584	 16040
 338.585	 16000
 338.587	 16030
 338.588	 16015
 338.589	 16070
 338.590	 16095
 338.591	 16110
 338.593	 16080
 338.594	 16055
 338.595	 16055
 338.596	 16030
 338.597	 16040
 338.598	 16015
 338.600	 16000
 338.601	 15990
 338.602	 16000
 338.603	 16015
 338.604	 16015
 338.605	 16040
 338.607	 16080
 338.608	 16080
 338.609	 16000
 338.610	 15990
 338.611	 16030
 338.612	 16030
 338.614	 16015
 338.615	 15990
 338.616	 15990
 338.617	 15990
 338.618	 16015
 338.619	 16000
 338.621	 16030
 338.622	 16070
 338.623	 16080
 338.624	 16015
 338.625	 16015
 338.627	 16015
 338.628	 16015
 338.629	 16030
 338.630	 16015
 338.631	 16015
 338.632	 16015
 338.634	 15990
 338.635	 16000
 338.636	 16030
 338.637	 16055
 338.638	 16055
 338.639	 16055
 338.641	 16040
 338.642	 16030
 338.643	 15990
 338.644	 16015
 338.645	 16030
 338.646	 16040
 338.648	 16000
 338.649	 16000
 338.650	 16040
 338.651	 16030
 338.652	 16015
 338.653	 15990
 338.655	 16000
 338.656	 16000
 338.657	 16040
 338.658	 16015
 338.659	 16000
 338.661	 16000
 338.662	 16000
 338.663	 16015
 338.664	 16015
 338.665	 16030
 338.666	 16015
 338.668	 16015
 338.669	 16000
 338.670	 16000
 338.671	 16000
 338.672	 15975
 338.673	 16015
 338.675	 15975
 338.676	 15960
 338.677	 15950
 338.678	 15960
 338.679	 16000
 338.680	 16015
 338.682	 16000
 338.683	 15990
 338.684	 16000
 338.685	 16000
 338.686	 15990
 338.687	 16030
 338.689	 16015
 338.690	 16000
 338.691	 15975
 338.692	 16000
 338.693	 16040
 338.695	 16030
 338.696	 16030
 338.697	 16040
 338.698	 16055
 338.699	 16070
 338.700	 16055
 338.702	 16000
 338.703	 16015
 338.704	 15990
 338.705	 16000
 338.706	 15990
 338.707	 16000
 338.709	 15990
 338.710	 15975
 338.711	 15990
 338.712	 15990
 338.713	 16000
 338.714	 15975
 338.716	 16000
 338.717	 16015
 338.718	 16015
 338.719	 16000
 338.720	 16015
 338.721	 16000
 338.723	 15990
 338.724	 16000
 338.725	 15990
 338.726	 15990
 338.727	 15990
 338.729	 16000
 338.730	 16000
 338.731	 16015
 338.732	 16015
 338.733	 16015
 338.734	 16030
 338.736	 16030
 338.737	 16030
 338.738	 16030
 338.739	 16000
 338.740	 15990
 338.741	 15960
 338.743	 15975
 338.744	 16000
 338.745	 16030
 338.746	 16015
 338.747	 15990
 338.748	 15975
 338.750	 15975
 338.751	 15990
 338.752	 16000
 338.753	 16015
 338.754	 16030
 338.755	 16030
 338.757	 16030
 338.758	 16055
 338.759	 16055
 338.760	 16040
 338.761	 16040
 338.762	 16000
 338.764	 16000
 338.765	 15990
 338.766	 15975
 338.767	 15975
 338.768	 16000
 338.770	 15990
 338.771	 15975
 338.772	 15975
 338.773	 16030
 338.774	 16070
 338.775	 16030
 338.777	 16000
 338.778	 16000
 338.779	 15975
 338.780	 15975
 338.781	 15990
 338.782	 16015
 338.784	 16040
 338.785	 16000
 338.786	 15990
 338.787	 16000
 338.788	 16015
 338.789	 16030
 338.791	 16040
 338.792	 16040
 338.793	 16015
 338.794	 16000
 338.795	 16000
 338.796	 16015
 338.798	 16015
 338.799	 16015
 338.800	 16030
