field	cf1a.spe
 337.636	 15055
 337.637	 15070
 337.638	 15070
 337.640	 15040
 337.641	 15030
 337.642	 15040
 337.643	 15040
 337.644	 15030
 337.645	 15070
 337.647	 15080
 337.648	 15095
 337.649	 15080
 337.650	 15055
 337.651	 15080
 337.652	 15070
 337.654	 15040
 337.655	 15070
 337.656	 15070
 337.657	 15080
 337.658	 15055
 337.659	 15080
 337.661	 15080
 337.662	 15095
 337.663	 15095
 337.664	 15080
 337.665	 15095
 337.667	 15120
 337.668	 15120
 337.669	 15110
 337.670	 15095
 337.671	 15110
 337.672	 15095
 337.674	 15110
 337.675	 15110
 337.676	 15135
 337.677	 15135
 337.678	 15150
 337.679	 15135
 337.681	 15150
 337.682	 15150
 337.683	 15120
 337.684	 15135
 337.685	 15150
 337.686	 15160
 337.688	 15150
 337.689	 15150
 337.690	 15160
 337.691	 15160
 337.692	 15160
 337.693	 15160
 337.695	 15150
 337.696	 15150
 337.697	 15160
 337.698	 15150
 337.699	 15135
 337.701	 15160
 337.702	 15190
 337.703	 15175
 337.704	 15190
 337.705	 15190
 337.706	 15175
 337.708	 15200
 337.709	 15160
 337.710	 15175
 337.711	 15175
 337.712	 15160
 337.713	 15160
 337.715	 15175
 337.716	 15175
 337.717	 15175
 337.718	 15190
 337.719	 15190
 337.720	 15190
 337.722	 15190
 337.723	 15190
 337.724	 15175
 337.725	 15200
 337.726	 15190
 337.727	 15215
 337.729	 15215
 337.730	 15200
 337.731	 15230
 337.732	 15230
 337.733	 15230
 337.735	 15190
 337.736	 15200
 337.737	 15230
 337.738	 15230
 337.739	 15240
 337.740	 15230
 337.742	 15230
 337.743	 15240
 337.744	 15230
 337.745	 15230
 337.746	 15230
 337.747	 15215
 337.749	 15230
 337.750	 15240
 337.751	 15255
 337.752	 15255
 337.753	 15255
 337.754	 15240
 337.756	 15240
 337.757	 15270
 337.758	 15280
 337.759	 15270
 337.760	 15240
 337.761	 15280
 337.763	 15280
 337.764	 15280
 337.765	 15255
 337.766	 15270
 337.767	 15255
 337.769	 15255
 337.770	 15255
 337.771	 15255
 337.772	 15270
 337.773	 15255
 337.774	 15240
 337.776	 15255
 337.777	 15255
 337.778	 15295
 337.779	 15295
 337.780	 15320
 337.781	 15350
 337.783	 15295
 337.784	 15280
 337.785	 15270
 337.786	 15270
 337.787	 15270
 337.788	 15270
 337.790	 15240
 337.791	 15270
 337.792	 15270
 337.793	 15255
 337.794	 15255
 337.795	 15270
 337.797	 15280
 337.798	 15310
 337.799	 15270
 337.800	 15310
 337.801	 15310
 337.802	 15320
 337.804	 15320
 337.805	 15310
 337.806	 15295
 337.807	 15280
 337.808	 15280
 337.810	 15270
 337.811	 15310
 337.812	 15295
 337.813	 15335
 337.814	 15320
 337.815	 15310
 337.817	 15310
 337.818	 15320
 337.819	 15320
 337.820	 15310
 337.821	 15280
 337.822	 15320
 337.824	 15350
 337.825	 15350
 337.826	 15335
 337.827	 15335
 337.828	 15320
 337.829	 15320
 337.831	 15335
 337.832	 15320
 337.833	 15335
 337.834	 15350
 337.835	 15335
 337.836	 15320
 337.838	 15350
 337.839	 15350
 337.840	 15390
 337.841	 15375
 337.842	 15360
 337.844	 15360
 337.845	 15360
 337.846	 15350
 337.847	 15350
 337.848	 15360
 337.849	 15350
 337.851	 15350
 337.852	 15335
 337.853	 15350
 337.854	 15360
 337.855	 15375
 337.856	 15390
 337.858	 15390
 337.859	 15400
 337.860	 15375
 337.861	 15375
 337.862	 15375
 337.863	 15350
 337.865	 15360
 337.866	 15360
 337.867	 15375
 337.868	 15400
 337.869	 15400
 337.870	 15390
 337.872	 15375
 337.873	 15375
 337.874	 15360
 337.875	 15375
 337.876	 15360
 337.878	 15360
 337.879	 15350
 337.880	 15390
 337.881	 15390
 337.882	 15375
 337.883	 15390
 337.885	 15400
 337.886	 15400
 337.887	 15375
 337.888	 15375
 337.889	 15375
 337.890	 15390
 337.892	 15390
 337.893	 15400
 337.894	 15400
 337.895	 15400
 337.896	 15400
 337.897	 15390
 337.899	 15390
 337.900	 15400
 337.901	 15415
 337.902	 15390
 337.903	 15390
 337.904	 15400
 337.906	 15400
 337.907	 15415
 337.908	 15430
 337.909	 15430
 337.910	 15400
 337.912	 15400
 337.913	 15455
 337.914	 15455
 337.915	 15440
 337.916	 15440
 337.917	 15415
 337.919	 15440
 337.920	 15430
 337.921	 15400
 337.922	 15415
 337.923	 15430
 337.924	 15400
 337.926	 15430
 337.927	 15415
 337.928	 15430
 337.929	 15440
 337.930	 15415
 337.931	 15390
 337.933	 15400
 337.934	 15390
 337.935	 15390
 337.936	 15390
 337.937	 15415
 337.938	 15440
 337.940	 15455
 337.941	 15455
 337.942	 15440
 337.943	 15430
 337.944	 15430
 337.945	 15430
 337.947	 15440
 337.948	 15455
 337.949	 15430
 337.950	 15440
 337.951	 15430
 337.953	 15415
 337.954	 15440
 337.955	 15400
 337.956	 15430
 337.957	 15430
 337.958	 15455
 337.960	 15430
 337.961	 15430
 337.962	 15455
 337.963	 15470
 337.964	 15430
 337.965	 15400
 337.967	 15440
 337.968	 15455
 337.969	 15470
 337.970	 15470
 337.971	 15455
 337.972	 15440
 337.974	 15470
 337.975	 15480
 337.976	 15470
 337.977	 15470
 337.978	 15470
 337.979	 15495
 337.981	 15480
 337.982	 15455
 337.983	 15415
 337.984	 15430
 337.985	 15430
 337.987	 15455
 337.988	 15480
 337.989	 15480
 337.990	 15455
 337.991	 15470
 337.992	 15480
 337.994	 15455
 337.995	 15470
 337.996	 15470
 337.997	 15480
 337.998	 15455
 337.999	 15470
 338.001	 15495
 338.002	 15480
 338.003	 15455
 338.004	 15440
 338.005	 15455
 338.006	 15510
 338.008	 15480
 338.009	 15480
 338.010	 15440
 338.011	 15455
 338.012	 15440
 338.013	 15440
 338.015	 15470
 338.016	 15470
 338.017	 15480
 338.018	 15510
 338.019	 15520
 338.021	 15495
 338.022	 15520
 338.023	 15480
 338.024	 15495
 338.025	 15510
 338.026	 15510
 338.028	 15495
 338.029	 15495
 338.030	 15480
 338.031	 15480
 338.032	 15480
 338.033	 15480
 338.035	 15470
 338.036	 15480
 338.037	 15480
 338.038	 15455
 338.039	 15470
 338.040	 15455
 338.042	 15480
 338.043	 15470
 338.044	 15470
 338.045	 15495
 338.046	 15510
 338.047	 15495
 338.049	 15510
 338.050	 15535
 338.051	 15520
 338.052	 15510
 338.053	 15480
 338.055	 15480
 338.056	 15495
 338.057	 15510
 338.058	 15510
 338.059	 15495
 338.060	 15470
 338.062	 15495
 338.063	 15510
 338.064	 15520
 338.065	 15520
 338.066	 15495
 338.067	 15520
 338.069	 15510
 338.070	 15510
 338.071	 15495
 338.072	 15510
 338.073	 15510
 338.074	 15535
 338.076	 15550
 338.077	 15550
 338.078	 15535
 338.079	 15550
 338.080	 15535
 338.081	 15520
 338.083	 15510
 338.084	 15480
 338.085	 15495
 338.086	 15520
 338.087	 15550
 338.089	 15520
 338.090	 15510
 338.091	 15510
 338.092	 15495
 338.093	 15480
 338.094	 15510
 338.096	 15520
 338.097	 15535
 338.098	 15550
 338.099	 15535
 338.100	 15520
 338.101	 15510
 338.103	 15520
 338.104	 15520
 338.105	 15520
 338.106	 15535
 338.107	 15510
 338.108	 15510
 338.110	 15520
 338.111	 15535
 338.112	 15520
 338.113	 15520
 338.114	 15520
 338.115	 15520
 338.117	 15520
 338.118	 15520
 338.119	 15535
 338.120	 15495
 338.121	 15495
 338.122	 15495
 338.124	 15520
 338.125	 15535
 338.126	 15520
 338.127	 15535
 338.128	 15520
 338.130	 15550
 338.131	 15550
 338.132	 15550
 338.133	 15560
 338.134	 15575
 338.135	 15560
 338.137	 15560
 338.138	 15520
 338.139	 15535
 338.140	 15520
 338.141	 15535
 338.142	 15550
 338.144	 15575
 338.145	 15560
 338.146	 15535
 338.147	 15495
 338.148	 15495
 338.149	 15495
 338.151	 15520
 338.152	 15520
 338.153	 15535
 338.154	 15520
 338.155	 15510
 338.156	 15535
 338.158	 15520
 338.159	 15535
 338.160	 15550
 338.161	 15550
 338.162	 15550
 338.164	 15535
 338.165	 15535
 338.166	 15535
 338.167	 15520
 338.168	 15520
 338.169	 15535
 338.171	 15590
 338.172	 15590
 338.173	 15575
 338.174	 15575
 338.175	 15550
 338.176	 15535
 338.178	 15560
 338.179	 15550
 338.180	 15550
 338.181	 15560
 338.182	 15590
 338.183	 15600
 338.185	 15590
 338.186	 15560
 338.187	 15550
 338.188	 15550
 338.189	 15550
 338.190	 15550
 338.192	 15560
 338.193	 15550
 338.194	 15550
 338.195	 15560
 338.196	 15575
 338.198	 15590
 338.199	 15590
 338.200	 15575
 338.201	 15560
 338.202	 15560
 338.203	 15560
 338.205	 15560
 338.206	 15550
 338.207	 15520
 338.208	 15575
 338.209	 15560
 338.210	 15560
 338.212	 15535
 338.213	 15550
 338.214	 15535
 338.215	 15535
 338.216	 15550
 338.217	 15560
 338.219	 15560
 338.220	 15575
 338.221	 15560
 338.222	 15575
 338.223	 15575
 338.224	 15575
 338.226	 15575
 338.227	 15590
 338.228	 15575
 338.229	 15575
 338.230	 15600
 338.232	 15600
 338.233	 15590
 338.234	 15590
 338.235	 15575
 338.236	 15575
 338.237	 15575
 338.239	 15560
 338.240	 15560
 338.241	 15575
 338.242	 15600
 338.243	 15575
 338.244	 15575
 338.246	 15575
 338.247	 15575
 338.248	 15575
 338.249	 15590
 338.250	 15575
 338.251	 15600
 338.253	 15600
 338.254	 15590
 338.255	 15575
 338.256	 15575
 338.257	 15575
 338.258	 15590
 338.260	 15575
 338.261	 15575
 338.262	 15590
 338.263	 15590
 338.264	 15575
 338.265	 15590
 338.267	 15590
 338.268	 15575
 338.269	 15575
 338.270	 15560
 338.271	 15590
 338.273	 15600
 338.274	 15615
 338.275	 15630
 338.276	 15590
 338.277	 15590
 338.278	 15575
 338.280	 15575
 338.281	 15600
 338.282	 15615
 338.283	 15590
 338.284	 15615
 338.285	 15600
 338.287	 15590
 338.288	 15575
 338.289	 15560
 338.290	 15575
 338.291	 15575
 338.292	 15590
 338.294	 15590
 338.295	 15590
 338.296	 15590
 338.297	 15590
 338.298	 15600
 338.299	 15630
 338.301	 15600
 338.302	 15600
 338.303	 15600
 338.304	 15600
 338.305	 15600
 338.307	 15615
 338.308	 15615
 338.309	 15615
 338.310	 15590
 338.311	 15575
 338.312	 15575
 338.314	 15600
 338.315	 15630
 338.316	 15630
 338.317	 15615
 338.318	 15600
 338.319	 15590
 338.321	 15600
 338.322	 15600
 338.323	 15575
 338.324	 15575
 338.325	 15615
 338.326	 15600
 338.328	 15615
 338.329	 15640
 338.330	 15630
 338.331	 15615
 338.332	 15615
 338.333	 15600
 338.335	 15600
 338.336	 15600
 338.337	 15600
 338.338	 15615
 338.339	 15600
 338.341	 15600
 338.342	 15575
 338.343	 15600
 338.344	 15600
 338.345	 15615
 338.346	 15630
 338.348	 15640
 338.349	 15630
 338.350	 15640
 338.351	 15600
 338.352	 15615
 338.353	 15615
 338.355	 15615
 338.356	 15630
 338.357	 15600
 338.358	 15615
 338.359	 15590
 338.360	 15615
 338.362	 15590
 338.363	 15630
 338.364	 15630
 338.365	 15615
 338.366	 15590
 338.367	 15590
 338.369	 15615
 338.370	 15600
 338.371	 15600
 338.372	 15630
 338.373	 15640
 338.375	 15640
 338.376	 15655
 338.377	 15640
 338.378	 15640
 338.379	 15655
 338.380	 15655
 338.382	 15640
 338.383	 15615
 338.384	 15630
 338.385	 15640
 338.386	 15640
 338.387	 15640
 338.389	 15630
 338.390	 15600
 338.391	 15615
 338.392	 15615
 338.393	 15600
 338.394	 15600
 338.396	 15600
 338.397	 15600
 338.398	 15615
 338.399	 15630
 338.400	 15615
 338.401	 15640
 338.403	 15615
 338.404	 15600
 338.405	 15600
 338.406	 15630
 338.407	 15640
 338.409	 15630
 338.410	 15615
 338.411	 15615
 338.412	 15615
 338.413	 15615
 338.414	 15630
 338.416	 15590
 338.417	 15590
 338.418	 15590
 338.419	 15600
 338.420	 15630
 338.421	 15630
 338.423	 15630
 338.424	 15615
 338.425	 15640
 338.426	 15655
 338.427	 15655
 338.428	 15640
 338.430	 15640
 338.431	 15640
 338.432	 15670
 338.433	 15670
 338.434	 15655
 338.435	 15655
 338.437	 15655
 338.438	 15630
 338.439	 15655
 338.440	 15655
 338.441	 15655
 338.442	 15640
 338.444	 15655
 338.445	 15640
 338.446	 15655
 338.447	 15630
 338.448	 15640
 338.450	 15630
 338.451	 15615
 338.452	 15615
 338.453	 15600
 338.454	 15615
 338.455	 15630
 338.457	 15630
 338.458	 15630
 338.459	 15615
 338.460	 15640
 338.461	 15640
 338.462	 15630
 338.464	 15640
 338.465	 15640
 338.466	 15630
 338.467	 15630
 338.468	 15670
 338.469	 15640
 338.471	 15655
 338.472	 15670
 338.473	 15680
 338.474	 15670
 338.475	 15680
 338.476	 15680
 338.478	 15655
 338.479	 15640
 338.480	 15655
 338.481	 15640
 338.482	 15640
 338.484	 15670
 338.485	 15640
 338.486	 15640
 338.487	 15630
 338.488	 15630
 338.489	 15670
 338.491	 15670
 338.492	 15655
 338.493	 15655
 338.494	 15670
 338.495	 15655
 338.496	 15655
 338.498	 15640
 338.499	 15670
 338.500	 15655
 338.501	 15630
 338.502	 15640
 338.503	 15670
 338.505	 15670
 338.506	 15640
 338.507	 15640
 338.508	 15655
 338.509	 15680
 338.510	 15680
 338.512	 15680
 338.513	 15670
 338.514	 15670
 338.515	 15680
 338.516	 15640
 338.518	 15640
 338.519	 15630
 338.520	 15655
 338.521	 15640
 338.522	 15655
 338.523	 15670
 338.525	 15640
 338.526	 15640
 338.527	 15670
 338.528	 15655
 338.529	 15695
 338.530	 15680
 338.532	 15680
 338.533	 15655
 338.534	 15670
 338.535	 15655
 338.536	 15640
 338.537	 15655
 338.539	 15640
 338.540	 15640
 338.541	 15670
 338.542	 15680
 338.543	 15680
 338.544	 15655
 338.546	 15640
 338.547	 15670
 338.548	 15670
 338.549	 15695
 338.550	 15695
 338.552	 15710
 338.553	 15695
 338.554	 15670
 338.555	 15670
 338.556	 15680
 338.557	 15640
 338.559	 15640
 338.560	 15640
 338.561	 15670
 338.562	 15655
 338.563	 15640
 338.564	 15640
 338.566	 15630
 338.567	 15615
 338.568	 15615
 338.569	 15640
 338.570	 15655
 338.571	 15670
 338.573	 15680
 338.574	 15670
 338.575	 15640
 338.576	 15695
 338.577	 15680
 338.578	 15680
 338.580	 15695
 338.581	 15710
 338.582	 15695
 338.583	 15680
 338.584	 15680
 338.585	 15670
 338.587	 15680
 338.588	 15655
 338.589	 15695
 338.590	 15695
 338.591	 15680
 338.593	 15680
 338.594	 15680
 338.595	 15680
 338.596	 15670
 338.597	 15695
 338.598	 15670
 338.600	 15655
 338.601	 15655
 338.602	 15655
 338.603	 15655
 338.604	 15670
 338.605	 15680
 338.607	 15670
 338.608	 15640
 338.609	 15655
 338.610	 15670
 338.611	 15655
 338.612	 15655
 338.614	 15670
 338.615	 15655
 338.616	 15670
 338.617	 15680
 338.618	 15695
 338.619	 15655
 338.621	 15670
 338.622	 15655
 338.623	 15670
 338.624	 15655
 338.625	 15655
 338.627	 15655
 338.628	 15680
 338.629	 15680
 338.630	 15695
 338.631	 15680
 338.632	 15670
 338.634	 15640
 338.635	 15655
 338.636	 15640
 338.637	 15655
 338.638	 15680
 338.639	 15680
 338.641	 15655
 338.642	 15670
 338.643	 15655
 338.644	 15655
 338.645	 15670
 338.646	 15680
 338.648	 15670
 338.649	 15670
 338.650	 15670
 338.651	 15670
 338.652	 15655
 338.653	 15655
 338.655	 15695
 338.656	 15680
 338.657	 15670
 338.658	 15655
 338.659	 15640
 338.661	 15655
 338.662	 15670
 338.663	 15670
 338.664	 15695
 338.665	 15670
 338.666	 15680
 338.668	 15670
 338.669	 15670
 338.670	 15655
 338.671	 15670
 338.672	 15670
 338.673	 15680
 338.675	 15680
 338.676	 15670
 338.677	 15710
 338.678	 15695
 338.679	 15695
 338.680	 15670
 338.682	 15680
 338.683	 15680
 338.684	 15680
 338.685	 15670
 338.686	 15680
 338.687	 15670
 338.689	 15670
 338.690	 15655
 338.691	 15670
 338.692	 15655
 338.693	 15670
 338.695	 15680
 338.696	 15670
 338.697	 15680
 338.698	 15680
 338.699	 15710
 338.700	 15695
 338.702	 15680
 338.703	 15695
 338.704	 15695
 338.705	 15670
 338.706	 15655
 338.707	 15670
 338.709	 15655
 338.710	 15680
 338.711	 15680
 338.712	 15710
 338.713	 15680
 338.714	 15655
 338.716	 15655
 338.717	 15640
 338.718	 15670
 338.719	 15680
 338.720	 15710
 338.721	 15735
 338.723	 15695
 338.724	 15695
 338.725	 15695
 338.726	 15680
 338.727	 15640
 338.729	 15670
 338.730	 15680
 338.731	 15680
 338.732	 15670
 338.733	 15670
 338.734	 15680
 338.736	 15680
 338.737	 15670
 338.738	 15670
 338.739	 15680
 338.740	 15695
 338.741	 15695
 338.743	 15655
 338.744	 15670
 338.745	 15670
 338.746	 15710
 338.747	 15695
 338.748	 15680
 338.750	 15655
 338.751	 15640
 338.752	 15670
 338.753	 15695
 338.754	 15670
 338.755	 15670
 338.757	 15640
 338.758	 15640
 338.759	 15655
 338.760	 15670
 338.761	 15680
 338.762	 15680
 338.764	 15680
 338.765	 15680
 338.766	 15655
 338.767	 15670
 338.768	 15655
 338.770	 15670
 338.771	 15680
 338.772	 15710
 338.773	 15670
 338.774	 15680
 338.775	 15695
 338.777	 15695
 338.778	 15695
 338.779	 15680
 338.780	 15680
 338.781	 15680
 338.782	 15655
 338.784	 15655
 338.785	 15670
 338.786	 15670
 338.787	 15680
 338.788	 15655
 338.789	 15655
 338.791	 15680
 338.792	 15720
 338.793	 15720
 338.794	 15710
 338.795	 15695
 338.796	 15695
 338.798	 15680
 338.799	 15710
 338.800	 15695
